"PA","singles","doubles","triples","homeruns","walks","strikeouts","intentional_walks","hbp"
619,0.1421647819063005,0.0420032310177706,0.0016155088852988692,0.051696284329563816,0.1050080775444265,0.20032310177705978,0.024232633279483037,0.0032310177705977385
261,0.19157088122605365,0.0421455938697318,0,0.019157088122605363,0.10727969348659004,0.20306513409961685,0.011494252873563218,0.007662835249042145
330,0.17272727272727273,0.030303030303030304,0.01818181818181818,0.006060606060606061,0.07575757575757576,0.24242424242424243,0,0.021212121212121213
228,0.11842105263157894,0.06140350877192982,0.0043859649122807015,0.03070175438596491,0.039473684210526314,0.10964912280701754,0,0
376,0.15425531914893617,0.05053191489361702,0,0.031914893617021274,0.08244680851063829,0.27393617021276595,0,0.0026595744680851063
453,0.15894039735099338,0.03090507726269316,0.011037527593818985,0.011037527593818985,0.11258278145695365,0.22958057395143489,0.004415011037527594,0.004415011037527594
338,0.21301775147928995,0.0621301775147929,0.014792899408284023,0,0.03550295857988166,0.16272189349112426,0,0
503,0.15308151093439365,0.0437375745526839,0.003976143141153081,0.02385685884691849,0.05168986083499006,0.20675944333996024,0.0019880715705765406,0.009940357852882704
404,0.13366336633663367,0.022277227722772276,0.0049504950495049506,0.017326732673267328,0.10148514851485149,0.2376237623762376,0.0024752475247524753,0.017326732673267328
274,0.20072992700729927,0.010948905109489052,0.014598540145985401,0.0036496350364963502,0.09124087591240876,0.1897810218978102,0.0036496350364963502,0.0036496350364963502
703,0.17923186344238975,0.03698435277382646,0.01422475106685633,0.012802275960170697,0.09957325746799431,0.22048364153627312,0.001422475106685633,0.004267425320056899
609,0.1839080459770115,0.060755336617405585,0.006568144499178982,0.009852216748768473,0.08702791461412152,0.09195402298850575,0.019704433497536946,0
677,0.16395864106351551,0.053175775480059084,0.004431314623338257,0.060561299852289516,0.0930576070901034,0.18906942392909898,0.022156573116691284,0.01624815361890694
633,0.10584518167456557,0.05529225908372828,0.007898894154818325,0.053712480252764615,0.09794628751974724,0.24486571879936808,0.017377567140600316,0.00631911532385466
398,0.09547738693467336,0.03768844221105527,0.002512562814070352,0.03015075376884422,0.12311557788944724,0.25879396984924624,0.01256281407035176,0.007537688442211055
679,0.19145802650957292,0.047128129602356406,0.0014727540500736377,0.042709867452135494,0.07952871870397643,0.1634756995581738,0.013254786450662739,0.010309278350515464
616,0.1590909090909091,0.056818181818181816,0.0016233766233766235,0.025974025974025976,0.08441558441558442,0.16071428571428573,0.00487012987012987,0.00974025974025974
449,0.16481069042316257,0.042316258351893093,0.0066815144766146995,0.004454342984409799,0.0957683741648107,0.24498886414253898,0.004454342984409799,0.0066815144766146995
501,0.22554890219560877,0.0499001996007984,0.01996007984031936,0.021956087824351298,0.0718562874251497,0.12574850299401197,0.007984031936127744,0
697,0.17360114777618366,0.05738880918220947,0,0.06312769010043041,0.09469153515064563,0.1406025824964132,0.024390243902439025,0.00430416068866571
244,0.1680327868852459,0.036885245901639344,0.00819672131147541,0.028688524590163935,0.06147540983606557,0.22950819672131148,0,0.012295081967213115
520,0.16346153846153846,0.038461538461538464,0,0.019230769230769232,0.1076923076923077,0.11346153846153846,0.0019230769230769232,0
697,0.16355810616929697,0.06886657101865136,0.0014347202295552368,0.047345767575322814,0.08751793400286945,0.13773314203730272,0.014347202295552367,0.010043041606886656
340,0.1588235294117647,0.06470588235294118,0.014705882352941176,0.01764705882352941,0.1,0.18529411764705883,0.0058823529411764705,0.008823529411764706
537,0.1973929236499069,0.0335195530726257,0.00186219739292365,0.00186219739292365,0.09683426443202979,0.12104283054003724,0,0.0074487895716946
260,0.09230769230769231,0.046153846153846156,0,0.06153846153846154,0.15,0.3192307692307692,0.0038461538461538464,0
326,0.15950920245398773,0.05214723926380368,0.006134969325153374,0.003067484662576687,0.049079754601226995,0.15950920245398773,0,0.009202453987730062
295,0.14576271186440679,0.05084745762711865,0.006779661016949152,0.020338983050847456,0.10508474576271186,0.20677966101694914,0.006779661016949152,0.003389830508474576
691,0.18523878437047755,0.041968162083936326,0.017366136034732273,0.020260492040520984,0.05209840810419682,0.1447178002894356,0.00723589001447178,0.005788712011577424
540,0.1648148148148148,0.046296296296296294,0.009259259259259259,0.04259259259259259,0.07962962962962963,0.18888888888888888,0.009259259259259259,0.012962962962962963
313,0.1597444089456869,0.038338658146964855,0,0.051118210862619806,0.09584664536741214,0.18849840255591055,0.009584664536741214,0.003194888178913738
686,0.15743440233236153,0.06268221574344024,0.0029154518950437317,0.023323615160349854,0.10641399416909621,0.21865889212827988,0,0.02040816326530612
272,0.20955882352941177,0.05514705882352941,0.007352941176470588,0.007352941176470588,0.029411764705882353,0.17279411764705882,0.007352941176470588,0
446,0.15022421524663676,0.06053811659192825,0.02242152466367713,0.04035874439461883,0.04708520179372197,0.2623318385650224,0,0.004484304932735426
600,0.14333333333333334,0.055,0.006666666666666667,0.025,0.051666666666666666,0.18833333333333332,0,0.005
514,0.16926070038910507,0.06809338521400778,0,0.042801556420233464,0.07198443579766536,0.17315175097276264,0.0019455252918287938,0.0019455252918287938
476,0.15756302521008403,0.0546218487394958,0.0063025210084033615,0.008403361344537815,0.06932773109243698,0.19957983193277312,0.012605042016806723,0.0063025210084033615
508,0.14763779527559054,0.04921259842519685,0.013779527559055118,0.021653543307086614,0.08858267716535433,0.12598425196850394,0,0
296,0.19594594594594594,0.06756756756756757,0,0.02027027027027027,0.030405405405405407,0.11486486486486487,0.0033783783783783786,0.006756756756756757
642,0.1292834890965732,0.07009345794392523,0,0.037383177570093455,0.07476635514018691,0.21806853582554517,0.003115264797507788,0.00778816199376947
394,0.11421319796954314,0.07614213197969544,0.005076142131979695,0.04060913705583756,0.08121827411167512,0.19796954314720813,0.0025380710659898475,0
562,0.15302491103202848,0.03558718861209965,0,0.05871886120996441,0.06583629893238434,0.30071174377224197,0.010676156583629894,0.012455516014234875
584,0.10273972602739725,0.04452054794520548,0,0.0547945205479452,0.10445205479452055,0.24143835616438356,0.005136986301369863,0.0017123287671232876
487,0.16427104722792607,0.049281314168377825,0.006160164271047228,0.01642710472279261,0.059548254620123205,0.20944558521560575,0.006160164271047228,0.012320328542094456
585,0.17606837606837608,0.04957264957264957,0.010256410256410256,0.015384615384615385,0.08034188034188035,0.18632478632478633,0.005128205128205128,0.015384615384615385
582,0.15120274914089346,0.048109965635738834,0.013745704467353952,0.015463917525773196,0.10481099656357389,0.15292096219931273,0.001718213058419244,0.015463917525773196
382,0.1806282722513089,0.049738219895287955,0.015706806282722512,0.020942408376963352,0.07068062827225131,0.13612565445026178,0,0.005235602094240838
426,0.15023474178403756,0.023474178403755867,0.01643192488262911,0.009389671361502348,0.08685446009389672,0.19483568075117372,0.007042253521126761,0.011737089201877934
547,0.16453382084095064,0.0603290676416819,0.003656307129798903,0.04570383912248629,0.054844606946983544,0.20658135283363802,0.0018281535648994515,0.005484460694698354
344,0.20348837209302326,0.05232558139534884,0.014534883720930232,0.023255813953488372,0.06686046511627906,0.15406976744186046,0.005813953488372093,0.005813953488372093
342,0.20760233918128654,0.038011695906432746,0.005847953216374269,0.014619883040935672,0.04093567251461988,0.15497076023391812,0.014619883040935672,0.005847953216374269
294,0.13945578231292516,0.05442176870748299,0,0.030612244897959183,0.047619047619047616,0.20748299319727892,0,0.017006802721088437
528,0.15151515151515152,0.06439393939393939,0.001893939393939394,0.03409090909090909,0.054924242424242424,0.1856060606060606,0.00946969696969697,0.013257575757575758
340,0.16470588235294117,0.03235294117647059,0.0029411764705882353,0.01764705882352941,0.047058823529411764,0.17058823529411765,0,0.0029411764705882353
459,0.1437908496732026,0.032679738562091505,0,0.032679738562091505,0.1111111111111111,0.26143790849673204,0,0.008714596949891068
264,0.09848484848484848,0.03787878787878788,0,0.041666666666666664,0.10606060606060606,0.22348484848484848,0.003787878787878788,0.003787878787878788
649,0.07704160246533127,0.029275808936825885,0,0.06317411402157165,0.1617873651771957,0.3420647149460709,0.004622496147919877,0.0015408320493066256
330,0.19090909090909092,0.024242424242424242,0.015151515151515152,0,0.09090909090909091,0.1696969696969697,0.0030303030303030303,0.0030303030303030303
505,0.15841584158415842,0.039603960396039604,0.0019801980198019802,0.02574257425742574,0.12871287128712872,0.21188118811881188,0.02178217821782178,0.013861386138613862
464,0.16810344827586207,0.04525862068965517,0.0021551724137931034,0.015086206896551725,0.08620689655172414,0.15086206896551724,0,0.015086206896551725
323,0.18575851393188855,0.05572755417956656,0,0.01238390092879257,0.058823529411764705,0.13312693498452013,0,0
644,0.13354037267080746,0.037267080745341616,0,0.06521739130434782,0.13043478260869565,0.14596273291925466,0.018633540372670808,0.017080745341614908
648,0.20833333333333334,0.046296296296296294,0.010802469135802469,0.007716049382716049,0.041666666666666664,0.15432098765432098,0.0030864197530864196,0.012345679012345678
608,0.17927631578947367,0.03618421052631579,0.001644736842105263,0.014802631578947368,0.05756578947368421,0.11513157894736842,0.001644736842105263,0.006578947368421052
658,0.13829787234042554,0.05623100303951368,0.00303951367781155,0.025835866261398176,0.06990881458966565,0.2872340425531915,0.0060790273556231,0.019756838905775075
618,0.1634304207119741,0.05825242718446602,0.0016181229773462784,0.032362459546925564,0.08090614886731391,0.20064724919093851,0.009708737864077669,0.014563106796116505
690,0.17101449275362318,0.04782608695652174,0.0014492753623188406,0.043478260869565216,0.12318840579710146,0.12173913043478261,0.02608695652173913,0.02463768115942029
296,0.13513513513513514,0.04054054054054054,0.0033783783783783786,0.02027027027027027,0.04391891891891892,0.19932432432432431,0.010135135135135136,0.0033783783783783786
350,0.18285714285714286,0.037142857142857144,0.008571428571428572,0.017142857142857144,0.08,0.16285714285714287,0,0.017142857142857144
530,0.17735849056603772,0.033962264150943396,0.020754716981132074,0.024528301886792454,0.12830188679245283,0.24150943396226415,0.0018867924528301887,0
603,0.14427860696517414,0.04311774461028192,0.004975124378109453,0.026533996683250415,0.05638474295190713,0.19734660033167495,0.014925373134328358,0.011608623548922056
465,0.13763440860215054,0.05591397849462366,0.012903225806451613,0.04086021505376344,0.07741935483870968,0.221505376344086,0.002150537634408602,0.0064516129032258064
620,0.13225806451612904,0.0532258064516129,0.0032258064516129032,0.037096774193548385,0.1032258064516129,0.20806451612903226,0.0064516129032258064,0.01129032258064516
567,0.1781305114638448,0.04409171075837742,0.001763668430335097,0.03527336860670194,0.10052910052910052,0.21516754850088182,0.003527336860670194,0.012345679012345678
531,0.18832391713747645,0.03389830508474576,0.005649717514124294,0.009416195856873822,0.08286252354048965,0.10734463276836158,0.0018832391713747645,0.0018832391713747645
269,0.21189591078066913,0.04460966542750929,0.011152416356877323,0.0037174721189591076,0.05204460966542751,0.1524163568773234,0.0037174721189591076,0.03717472118959108
587,0.141396933560477,0.07325383304940375,0.0017035775127768314,0.034071550255536626,0.10221465076660988,0.22146507666098808,0.0068143100511073255,0.0068143100511073255
333,0.13513513513513514,0.03003003003003003,0,0.05405405405405406,0.13213213213213212,0.3123123123123123,0.006006006006006006,0.024024024024024024
452,0.14601769911504425,0.0420353982300885,0.008849557522123894,0.0420353982300885,0.04424778761061947,0.2168141592920354,0.0022123893805309734,0.017699115044247787
527,0.17647058823529413,0.07020872865275142,0,0.028462998102466792,0.058823529411764705,0.15370018975332067,0.007590132827324478,0.009487666034155597
579,0.17098445595854922,0.0535405872193437,0.008635578583765112,0.037996545768566495,0.09671848013816926,0.19861830742659758,0.018998272884283247,0.0034542314335060447
721,0.1650485436893204,0.07073509015256588,0.006934812760055479,0.019417475728155338,0.10124826629680998,0.1941747572815534,0.004160887656033287,0.004160887656033287
330,0.17272727272727273,0.02727272727272727,0.006060606060606061,0.0030303030303030303,0.06060606060606061,0.18787878787878787,0,0.00909090909090909
684,0.1067251461988304,0.02631578947368421,0.005847953216374269,0.06286549707602339,0.10964912280701754,0.2850877192982456,0.005847953216374269,0.007309941520467836
226,0.18141592920353983,0.030973451327433628,0.004424778761061947,0.035398230088495575,0.13716814159292035,0.17256637168141592,0.004424778761061947,0.004424778761061947
321,0.1308411214953271,0.056074766355140186,0.006230529595015576,0.028037383177570093,0.09034267912772585,0.22118380062305296,0.009345794392523364,0.006230529595015576
277,0.17328519855595667,0.02888086642599278,0.01444043321299639,0,0.05776173285198556,0.18772563176895307,0.007220216606498195,0
263,0.11406844106463879,0.022813688212927757,0.0076045627376425855,0.045627376425855515,0.12167300380228137,0.17870722433460076,0.0076045627376425855,0.034220532319391636
267,0.1760299625468165,0.04868913857677903,0.003745318352059925,0.0149812734082397,0.08614232209737828,0.10112359550561797,0.00749063670411985,0.011235955056179775
398,0.12814070351758794,0.06281407035175879,0.007537688442211055,0.05025125628140704,0.04773869346733668,0.20854271356783918,0,0.002512562814070352
636,0.1320754716981132,0.04874213836477988,0.0031446540880503146,0.06761006289308176,0.09433962264150944,0.25471698113207547,0.020440251572327043,0.007861635220125786
371,0.19137466307277629,0.03773584905660377,0,0.005390835579514825,0.11859838274932614,0.09973045822102426,0.03504043126684636,0.008086253369272238
318,0.15723270440251572,0.050314465408805034,0,0.012578616352201259,0.08490566037735849,0.19811320754716982,0,0.006289308176100629
713,0.1458625525946704,0.04207573632538569,0.002805049088359046,0.030855539971949508,0.05329593267882188,0.14866760168302945,0.005610098176718092,0.004207573632538569
597,0.1457286432160804,0.04355108877721943,0.01507537688442211,0.03685092127303183,0.09380234505862646,0.20100502512562815,0,0.0033500837520938024
276,0.14855072463768115,0.03260869565217391,0.018115942028985508,0.010869565217391304,0.036231884057971016,0.13405797101449277,0,0.025362318840579712
622,0.13344051446945338,0.05627009646302251,0.006430868167202572,0.04823151125401929,0.0707395498392283,0.2427652733118971,0.008038585209003215,0.017684887459807074
699,0.15593705293276108,0.044349070100143065,0.002861230329041488,0.044349070100143065,0.12303290414878398,0.2246065808297568,0.002861230329041488,0.005722460658082976
375,0.17066666666666666,0.042666666666666665,0.013333333333333334,0.018666666666666668,0.048,0.216,0,0.018666666666666668
283,0.1166077738515901,0.05653710247349823,0.0035335689045936395,0.024734982332155476,0.13780918727915195,0.15547703180212014,0.0035335689045936395,0.0035335689045936395
250,0.184,0.036,0.004,0.012,0.064,0.156,0.012,0.008
650,0.14615384615384616,0.046153846153846156,0.009230769230769232,0.04153846153846154,0.08923076923076922,0.23384615384615384,0.0015384615384615385,0.003076923076923077
668,0.16167664670658682,0.0658682634730539,0.008982035928143712,0.038922155688622756,0.07784431137724551,0.12874251497005987,0.010479041916167664,0.005988023952095809
688,0.16279069767441862,0.05232558139534884,0.0029069767441860465,0.03924418604651163,0.10901162790697674,0.19186046511627908,0.00436046511627907,0.01308139534883721
598,0.14381270903010032,0.03678929765886288,0.0033444816053511705,0.023411371237458192,0.09364548494983277,0.1588628762541806,0.006688963210702341,0.0033444816053511705
292,0.1095890410958904,0.03767123287671233,0,0.04794520547945205,0.08561643835616438,0.339041095890411,0.023972602739726026,0.0136986301369863
584,0.21575342465753425,0.0410958904109589,0.0017123287671232876,0.0273972602739726,0.06506849315068493,0.22773972602739725,0.0017123287671232876,0.0136986301369863
253,0.14624505928853754,0.023715415019762844,0.003952569169960474,0.03557312252964427,0.11462450592885376,0.23715415019762845,0,0.007905138339920948
425,0.12,0.04470588235294118,0.007058823529411765,0.04470588235294118,0.08235294117647059,0.15764705882352942,0.011764705882352941,0.009411764705882352
347,0.17579250720461095,0.06628242074927954,0.005763688760806916,0.023054755043227664,0.0345821325648415,0.12103746397694524,0,0.002881844380403458
241,0.17427385892116182,0.029045643153526972,0.02074688796680498,0.016597510373443983,0.03734439834024896,0.0954356846473029,0,0
311,0.12861736334405144,0.04180064308681672,0,0.03536977491961415,0.07717041800643087,0.2733118971061093,0.003215434083601286,0.003215434083601286
319,0.19122257053291536,0.034482758620689655,0,0.006269592476489028,0.07836990595611286,0.11912225705329153,0,0.006269592476489028
617,0.17504051863857376,0.04700162074554295,0.01620745542949757,0.02593192868719611,0.1085899513776337,0.2171799027552674,0,0.0032414910858995136
361,0.13850415512465375,0.05263157894736842,0.00554016620498615,0.027700831024930747,0.15512465373961218,0.14127423822714683,0.002770083102493075,0.013850415512465374
502,0.20916334661354583,0.043824701195219126,0.00796812749003984,0.00796812749003984,0.06772908366533864,0.14143426294820718,0.00597609561752988,0.029880478087649404
563,0.15097690941385436,0.03374777975133215,0.012433392539964476,0.023090586145648313,0.08170515097690942,0.21314387211367672,0.0017761989342806395,0.008880994671403197
740,0.22837837837837838,0.043243243243243246,0,0.02027027027027027,0.060810810810810814,0.12162162162162163,0.0013513513513513514,0.006756756756756757
368,0.17119565217391305,0.057065217391304345,0.008152173913043478,0.021739130434782608,0.0625,0.25,0.002717391304347826,0.008152173913043478
331,0.16314199395770393,0.030211480362537766,0.006042296072507553,0.01812688821752266,0.07250755287009064,0.2537764350453172,0,0.00906344410876133
580,0.13275862068965516,0.032758620689655175,0.0034482758620689655,0.027586206896551724,0.10689655172413794,0.27413793103448275,0.006896551724137931,0.008620689655172414
697,0.1606886657101865,0.05595408895265423,0.00430416068866571,0.04591104734576758,0.04878048780487805,0.18077474892395984,0,0.018651362984218076
269,0.09293680297397769,0.026022304832713755,0,0.05204460966542751,0.10408921933085502,0.26394052044609667,0.0037174721189591076,0.01858736059479554
448,0.16517857142857142,0.05133928571428571,0,0.03125,0.12723214285714285,0.11383928571428571,0.013392857142857142,0.002232142857142857
515,0.13980582524271845,0.05436893203883495,0.005825242718446602,0.05242718446601942,0.06407766990291262,0.2,0.003883495145631068,0
462,0.12554112554112554,0.03896103896103896,0.006493506493506494,0.0367965367965368,0.11904761904761904,0.22077922077922077,0.008658008658008658,0.012987012987012988
449,0.16703786191536749,0.04899777282850779,0.004454342984409799,0.051224944320712694,0.08908685968819599,0.22939866369710468,0.017817371937639197,0.0066815144766146995
594,0.1936026936026936,0.05387205387205387,0.005050505050505051,0.013468013468013467,0.04882154882154882,0.1936026936026936,0.0016835016835016834,0.006734006734006734
418,0.23923444976076555,0.03588516746411483,0.0023923444976076554,0.0215311004784689,0.05741626794258373,0.07416267942583732,0,0.009569377990430622
731,0.13953488372093023,0.057455540355677154,0.006839945280437756,0.025991792065663474,0.08207934336525308,0.12311901504787962,0,0.013679890560875513
672,0.16666666666666666,0.03273809523809524,0.005952380952380952,0.020833333333333332,0.09970238095238096,0.16220238095238096,0.002976190476190476,0.00744047619047619
598,0.18561872909698995,0.03678929765886288,0,0.043478260869565216,0.09364548494983277,0.13879598662207357,0.006688963210702341,0.011705685618729096
500,0.164,0.024,0,0.024,0.052,0.098,0.002,0.014
571,0.11208406304728546,0.05253940455341506,0.0070052539404553416,0.05253940455341506,0.09982486865148861,0.26444833625218916,0.012259194395796848,0.0035026269702276708
380,0.14473684210526316,0.04473684210526316,0,0.042105263157894736,0.10263157894736842,0.3263157894736842,0.007894736842105263,0
647,0.13292117465224113,0.05409582689335394,0.0015455950540958269,0.05100463678516229,0.1035548686244204,0.2132921174652241,0.010819165378670788,0
536,0.17723880597014927,0.048507462686567165,0.005597014925373134,0.020522388059701493,0.061567164179104475,0.16044776119402984,0,0.009328358208955223
277,0.19133574007220217,0.05415162454873646,0.0036101083032490976,0.018050541516245487,0.06859205776173286,0.061371841155234655,0.007220216606498195,0
338,0.16272189349112426,0.03550295857988166,0,0.011834319526627219,0.11538461538461539,0.09467455621301775,0.005917159763313609,0.0029585798816568047
247,0.20242914979757085,0.048582995951417005,0.016194331983805668,0.008097165991902834,0.05263157894736842,0.1700404858299595,0.016194331983805668,0
353,0.1558073654390935,0.039660056657223795,0.0056657223796034,0.031161473087818695,0.0821529745042493,0.17280453257790368,0.0028328611898017,0
416,0.19951923076923078,0.038461538461538464,0.007211538461538462,0.007211538461538462,0.04567307692307692,0.11057692307692307,0.002403846153846154,0.014423076923076924
359,0.17548746518105848,0.05013927576601671,0,0.011142061281337047,0.06406685236768803,0.10863509749303621,0.019498607242339833,0
312,0.15384615384615385,0.04487179487179487,0,0.05448717948717949,0.10576923076923077,0.1955128205128205,0.019230769230769232,0.009615384615384616
387,0.12661498708010335,0.046511627906976744,0,0.041343669250646,0.1111111111111111,0.16795865633074936,0,0.00516795865633075
346,0.19653179190751446,0.049132947976878616,0.011560693641618497,0.03468208092485549,0.06358381502890173,0.12716763005780346,0.002890173410404624,0.011560693641618497
472,0.1292372881355932,0.059322033898305086,0.00211864406779661,0.05508474576271186,0.08898305084745763,0.2055084745762712,0.006355932203389831,0.01059322033898305
256,0.17578125,0.03515625,0,0.03125,0.06640625,0.21875,0,0.0078125
471,0.17197452229299362,0.059447983014861996,0.006369426751592357,0.027600849256900213,0.08917197452229299,0.10828025477707007,0.006369426751592357,0.008492569002123142
235,0.14468085106382977,0.03404255319148936,0.00851063829787234,0,0.15319148936170213,0.18723404255319148,0,0.00425531914893617
438,0.15296803652968036,0.0319634703196347,0.00684931506849315,0.02511415525114155,0.091324200913242,0.2191780821917808,0,0.00228310502283105
485,0.10309278350515463,0.03711340206185567,0,0.04329896907216495,0.10927835051546392,0.1958762886597938,0,0.016494845360824743
243,0.12757201646090535,0.04526748971193416,0,0.0205761316872428,0.05761316872427984,0.18930041152263374,0.00411522633744856,0.00411522633744856
227,0.11013215859030837,0.05726872246696035,0,0.03524229074889868,0.039647577092511016,0.29955947136563876,0,0
641,0.20124804992199688,0.0483619344773791,0.0062402496099844,0.015600624024960999,0.14040561622464898,0.1372854914196568,0.015600624024960999,0.0031201248049922
352,0.10795454545454546,0.036931818181818184,0.008522727272727272,0.05113636363636364,0.09090909090909091,0.32386363636363635,0,0.008522727272727272
479,0.14613778705636743,0.05010438413361169,0,0.029227557411273485,0.0709812108559499,0.23173277661795408,0.0041753653444676405,0.0041753653444676405
561,0.16042780748663102,0.035650623885918005,0.008912655971479501,0.0142602495543672,0.0784313725490196,0.19607843137254902,0.0017825311942959,0.0071301247771836
487,0.1375770020533881,0.028747433264887063,0,0.04106776180698152,0.09034907597535935,0.15605749486652978,0.014373716632443531,0.002053388090349076
673,0.1901931649331352,0.04309063893016345,0.008915304606240713,0.04606240713224369,0.10401188707280833,0.1961367013372957,0.019316493313521546,0.007429420505200594
293,0.13310580204778158,0.04436860068259386,0.0034129692832764505,0.027303754266211604,0.08191126279863481,0.20477815699658702,0,0.006825938566552901
275,0.10909090909090909,0.05090909090909091,0,0.04363636363636364,0.10545454545454545,0.26545454545454544,0.0036363636363636364,0.01090909090909091
236,0.15254237288135594,0.05084745762711865,0.00423728813559322,0.029661016949152543,0.09322033898305085,0.18220338983050846,0.00423728813559322,0.00847457627118644
286,0.16783216783216784,0.04895104895104895,0,0.05244755244755245,0.045454545454545456,0.24475524475524477,0,0.01048951048951049
274,0.14233576642335766,0.032846715328467155,0,0.029197080291970802,0.072992700729927,0.21897810218978103,0,0.0072992700729927005
563,0.1936056838365897,0.0497335701598579,0,0.03907637655417407,0.07992895204262877,0.09769094138543517,0.007104795737122558,0.008880994671403197
553,0.17902350813743217,0.03616636528028933,0,0.027124773960216998,0.05244122965641953,0.17902350813743217,0.007233273056057866,0.003616636528028933
573,0.16928446771378708,0.04363001745200698,0.0034904013961605585,0.02617801047120419,0.1273996509598604,0.2268760907504363,0.010471204188481676,0.020942408376963352
228,0.14035087719298245,0.04824561403508772,0,0.039473684210526314,0.07017543859649122,0.24561403508771928,0.008771929824561403,0.03070175438596491
522,0.15900383141762453,0.04980842911877394,0.0019157088122605363,0.0421455938697318,0.05938697318007663,0.2222222222222222,0.0019157088122605363,0.007662835249042145
357,0.15966386554621848,0.05042016806722689,0,0.04201680672268908,0.06442577030812324,0.19887955182072828,0.014005602240896359,0.0028011204481792717
322,0.18012422360248448,0.015527950310559006,0.009316770186335404,0.009316770186335404,0.062111801242236024,0.1956521739130435,0,0.018633540372670808
570,0.1543859649122807,0.0456140350877193,0.0035087719298245615,0.03333333333333333,0.08596491228070176,0.17894736842105263,0.014035087719298246,0.010526315789473684
334,0.12275449101796407,0.04491017964071856,0.0029940119760479044,0.03293413173652695,0.09281437125748503,0.17365269461077845,0.005988023952095809,0.011976047904191617
430,0.19069767441860466,0.03953488372093023,0.002325581395348837,0.04186046511627907,0.037209302325581395,0.2255813953488372,0,0.009302325581395349
296,0.12837837837837837,0.060810810810810814,0,0.07094594594594594,0.08783783783783784,0.30405405405405406,0.006756756756756757,0.010135135135135136
614,0.13192182410423453,0.05537459283387622,0.0016286644951140066,0.03257328990228013,0.06351791530944625,0.20195439739413681,0.006514657980456026,0.011400651465798045
519,0.17726396917148363,0.055876685934489405,0.005780346820809248,0.028901734104046242,0.10404624277456648,0.14258188824662812,0.01348747591522158,0.007707129094412331
612,0.19117647058823528,0.06535947712418301,0.004901960784313725,0.00980392156862745,0.058823529411764705,0.13398692810457516,0.008169934640522876,0.0016339869281045752
417,0.1079136690647482,0.02158273381294964,0.004796163069544364,0.05755395683453238,0.1342925659472422,0.2997601918465228,0.011990407673860911,0.016786570743405275
