"","x","freq"
"7417","Reising",1
"7418","Reisling",1
"7419","Reiss",1
"7420","Reith",1
"7421","Reitsma",1
"7422","Reitz",2
"7423","Rekar",1
"7424","Relaford",1
"7425","Rementer",1
"7426","Remlinger",1
"7427","Remmerswaal",1
"7428","Remneas",1
"7429","Remsen",1
"7430","Remy",1
"7431","Renda",1
"7432","Rendon",1
"7433","Renfer",1
"7434","Renfroe",3
"7435","Renick",1
"7436","Reniff",1
"7437","Reninger",1
"7438","Renko",1
"7439","Renna",1
"7440","Rensa",1
"7441","Renteria",2
"7442","Repass",1
"7443","Repko",1
"7444","Replogle",1
"7445","Repoz",1
"7446","Repulski",1
"7447","Rescigno",1
"7448","Resop",1
"7449","Ressler",1
"7450","Restelli",1
"7451","Restovich",1
"7452","Rettenmund",1
"7453","Rettger",1
"7454","Rettig",1
"7455","Retzer",1
"7456","Reulbach",1
"7457","Reuschel",2
"7458","Reuss",1
"7459","Revenig",1
"7460","Revere",1
"7461","Revering",1
"7462","Reville",1
"7463","Rexter",1
"7464","Reyes",12
"7465","Reynolds",21
"7466","Reynoso",1
"7467","Rhawn",1
"7468","Rheam",1
"7469","Rheinecker",1
"7470","Rhem",1
"7471","Rhiel",1
"7472","Rhines",1
"7473","Rhoads",1
"7474","Rhoden",1
"7475","Rhodes",5
"7476","Rhomberg",1
"7477","Rhymes",1
"7478","Rhyne",1
"7479","Ribant",1
"7480","Riccelli",1
"7481","Ricci",1
"7482","Rice",9
"7483","Rich",1
"7484","Richar",1
"7485","Richard",4
"7486","Richards",6
"7487","Richardson",15
"7488","Richardt",1
"7489","Richbourg",1
"7490","Richert",1
"7491","Richie",2
"7492","Richmond",6
"7493","Richter",3
"7494","Rickard",1
"7495","Rickert",2
"7496","Ricketts",2
"7497","Rickey",1
"7498","Rickley",1
"7499","Ricks",1
"7500","Rico",2
"7501","Riconda",1
"7502","Riddle",3
"7503","Riddleberger",1
"7504","Riddlemoser",1
"7505","Riddoch",1
"7506","Ridgway",2
"7507","Ridzik",1
"7508","Riebe",1
"7509","Riedling",1
"7510","Riefenhauser",1
"7511","Rieger",1
"7512","Rienzo",1
"7513","Riesgo",1
"7514","Rigby",1
"7515","Rigdon",1
"7516","Riggan",1
"7517","Riggans",1
"7518","Riggert",1
"7519","Riggleman",1
"7520","Riggs",2
"7521","Righetti",1
"7522","Rightnowar",1
"7523","Rigney",3
"7524","Rijo",1
"7525","Rikard",1
"7526","Riles",1
"7527","Riley",6
"7528","Rincon",3
"7529","Rineer",1
"7530","Ring",2
"7531","Ringo",1
"7532","Rinker",1
"7533","Rios",4
"7534","Ripken",3
"7535","Ripley",2
"7536","Rippelmeyer",1
"7537","Ripple",2
"7538","Risberg",1
"7539","Rising",1
"7540","Riske",1
"7541","Risley",1
"7542","Ritchey",1
"7543","Ritchie",3
"7544","Ritter",5
"7545","Ritterson",1
"7546","Rittwage",1
"7547","Ritz",2
"7548","Rivas",1
"7549","Rivera",16
"7550","Rivero",2
"7551","Rivers",1
"7552","Riviere",1
"7553","Rixey",1
"7554","Rizzo",3
"7555","Rizzuto",1
"7556","Rleal",1
"7557","Roa",1
"7558","Roach",7
"7559","Roark",1
"7560","Roarke",1
"7561","Roat",1
"7562","Robbins",2
"7563","Robello",1
"7564","Roberge",2
"7565","Roberson",3
"7566","Roberts",18
"7567","Robertson",20
"7568","Robidoux",1
"7569","Robinson",33
"7570","Robison",1
"7571","Robitaille",1
"7572","Robles",5
"7573","Robson",1
"7574","Rocap",1
"7575","Rocco",1
"7576","Roche",2
"7577","Rochefort",1
"7578","Rochelli",1
"7579","Rochford",1
"7580","Rock",1
"7581","Rockenfield",1
"7582","Rocker",1
"7583","Rockett",1
"7584","Rodas",1
"7585","Rodgers",5
"7586","Rodin",1
"7587","Rodney",1
"7588","Rodon",1
"7589","Rodriguez",47
"7590","Roe",3
"7591","Roebuck",1
"7592","Roenicke",3
"7593","Roesler",1
"7594","Roettger",2
"7595","Roetz",1
"7596","Rogalski",1
"7597","Rogan",1
"7598","Rogell",1
"7599","Rogers",18
"7600","Rogge",1
"7601","Roggenburk",1
"7602","Rogodzinski",1
"7603","Rogovin",1
"7604","Rohde",1
"7605","Rohe",1
"7606","Rohlinger",1
"7607","Rohn",1
"7608","Rohr",2
"7609","Rohrmeier",1
"7610","Rohwer",1
"7611","Roig",1
"7612","Rojas",4
"7613","Rojek",1
"7614","Roland",1
"7615","Rolen",1
"7616","Rolfe",1
"7617","Rolison",1
"7618","Rolling",1
"7619","Rollings",1
"7620","Rollins",3
"7621","Rollinson",1
"7622","Rolls",1
"7623","Romak",1
"7624","Roman",2
"7625","Romanick",1
"7626","Romano",5
"7627","Romberger",1
"7628","Romero",10
"7629","Romine",3
"7630","Rommel",1
"7631","Romo",3
"7632","Romonosky",1
"7633","Ronan",1
"7634","Rondeau",1
"7635","Rondon",5
"7636","Roney",1
"7637","Roof",2
"7638","Rooker",1
"7639","Rooks",1
"7640","Roomes",1
"7641","Rooney",2
"7642","Root",1
"7643","Roper",1
"7644","Roque",2
"7645","Rosa",1
"7646","Rosado",2
"7647","Rosales",2
"7648","Rosar",1
"7649","Rosario",10
"7650","Rose",7
"7651","Roseboro",1
"7652","Rosebraugh",1
"7653","Roselli",1
"7654","Rosello",1
"7655","Roseman",1
"7656","Rosen",2
"7657","Rosenberg",4
"7658","Rosenfeld",1
"7659","Rosenthal",4
"7660","Roser",2
"7661","Rosin",1
"7662","Roskos",1
"7663","Ross",15
"7664","Rosscup",1
"7665","Rosselli",1
"7666","Rossi",1
"7667","Rossman",1
"7668","Rosso",1
"7669","Rossy",1
"7670","Rotblatt",1
"7671","Rotes",1
"7672","Roth",3
"7673","Rothel",1
"7674","Rothermel",1
"7675","Rothfuss",1
"7676","Rothgeb",1
"7677","Rothrock",1
"7678","Rothschild",1
"7679","Rottino",1
"7680","Rounsaville",1
"7681","Rouse",1
"7682","Roush",1
"7683","Routcliffe",1
"7684","Rowan",2
"7685","Rowand",1
"7686","Rowdon",1
"7687","Rowe",6
"7688","Rowell",1
"7689","Rowen",2
"7690","Rowland",4
"7691","Rowland-Smith",1
"7692","Roxburgh",1
"7693","Roy",5
"7694","Royer",1
"7695","Royster",2
"7696","Rozek",1
"7697","Rozema",1
"7698","Roznovsky",1
"7699","Rua",1
"7700","Ruan",1
"7701","Rubeling",1
"7702","Ruberto",1
"7703","Rubio",1
"7704","Ruble",1
"7705","Rucinski",1
"7706","Rucker",3
"7707","Rudderham",1
"7708","Rudi",1
"7709","Rudolph",5
"7710","Ruebel",1
"7711","Ruel",1
"7712","Rueter",1
"7713","Ruether",1
"7714","Ruf",1
"7715","Rufer",1
"7716","Ruffcorn",1
"7717","Ruffin",3
"7718","Ruffing",1
"7719","Ruggiano",1
"7720","Ruhle",1
"7721","Ruiz",5
"7722","Rullo",1
"7723","Rumbelow",1
"7724","Rumler",1
"7725","Rundles",1
"7726","Runge",1
"7727","Runnells",1
"7728","Runnels",1
"7729","Runyan",1
"7730","Runzler",1
"7731","Rupe",2
"7732","Rupp",1
"7733","Ruppert",1
"7734","Rusch",1
"7735","Rush",2
"7736","Rushford",1
"7737","Rusie",1
"7738","Rusin",1
"7739","Ruskin",1
"7740","Russ",1
"7741","Russell",16
"7742","Russo",2
"7743","Rusteck",1
"7744","Ruszkowski",1
"7745","Ruth",1
"7746","Rutherford",2
"7747","Ruthven",1
"7748","Rutledge",1
"7749","Rutner",1
"7750","Ryal",2
"7751","Ryan",22
"7752","Ryba",1
"7753","Ryder",1
"7754","Rye",1
"7755","Ryerson",1
"7756","Ryu",2
"7757","Rzepczynski",1
"7758","Saarloos",1
"7759","Sabathia",1
"7760","Sabel",1
"7761","Saberhagen",1
"7762","Sabo",2
"7763","Saccomanno",1
"7764","Sacka",1
"7765","Sackinsky",1
"7766","Sadecki",1
"7767","Sadek",1
"7768","Sadler",5
"7769","Sadowski",6
"7770","Saenz",2
"7771","Saffell",1
"7772","Sage",1
"7773","Sager",2
"7774","Sagmoen",1
"7775","Saier",1
"7776","Sain",1
"7777","Saipe",1
"7778","Saito",1
"7779","Sakata",1
"7780","Saladino",1
"7781","Salas",4
"7782","Salazar",5
"7783","Sale",2
"7784","Sales",1
"7785","Salisbury",2
"7786","Salkeld",2
"7787","Sallee",1
"7788","Salmon",4
"7789","Salome",1
"7790","Saltalamacchia",1
"7791","Saltzgaver",1
"7792","Salve",1
"7793","Salveson",1
"7794","Salvo",1
"7795","Samardzija",1
"7796","Sambito",1
"7797","Samcoff",1
"7798","Samford",1
"7799","Sammons",1
"7800","Sampen",1
"7801","Sample",1
"7802","Sampson",4
"7803","Samuel",2
"7804","Samuels",3
"7805","Sanabia",1
"7806","Sanches",1
"7807","Sanchez",25
"7808","Sand",1
"7809","Sandberg",3
"7810","Sanders",14
"7811","Sanderson",1
"7812","Sandlock",1
"7813","Sandoval",3
"7814","Sands",2
"7815","Sandt",1
"7816","Sanford",5
"7817","Sanguillen",1
"7818","Sanicki",1
"7819","Sanit",1
"7820","Sankey",1
"7821","Sano",1
"7822","Santana",10
"7823","Santangelo",1
"7824","Santiago",6
"7825","Santo",1
"7826","Santo Domingo",1
"7827","Santop",1
"7828","Santorini",1
"7829","Santos",6
"7830","Santovenia",1
"7831","Santry",1
"7832","Sappelt",1
"7833","Sardinas",1
"7834","Sardinha",2
"7835","Sarfate",1
"7836","Sargent",1
"7837","Sarmiento",1
"7838","Sarni",1
"7839","Sasaki",1
"7840","Sasser",2
"7841","Satin",1
"7842","Satriano",1
"7843","Saturria",1
"7844","Saucier",2
"7845","Sauer",2
"7846","Sauerbeck",1
"7847","Saunders",6
"7848","Saupold",1
"7849","Sauter",1
"7850","Sauveur",1
"7851","Savage",5
"7852","Saverine",1
"7853","Savery",1
"7854","Savidge",2
"7855","Savransky",1
"7856","Sawatski",1
"7857","Sawyer",4
"7858","Sax",3
"7859","Say",2
"7860","Sayles",1
"7861","Saylor",1
"7862","Sborz",1
"7863","Scahill",1
"7864","Scala",1
"7865","Scales",1
"7866","Scalzi",2
"7867","Scanlan",4
"7868","Scanlon",3
"7869","Scantlebury",1
"7870","Scarbery",1
"7871","Scarborough",1
"7872","Scarce",1
"7873","Scarritt",1
"7874","Scarsella",1
"7875","Scarsone",1
"7876","Schaal",1
"7877","Schacht",2
"7878","Schacker",1
"7879","Schaefer",3
"7880","Schaeffer",2
"7881","Schafer",3
"7882","Schaffer",1
"7883","Schaffernoth",1
"7884","Schaive",1
"7885","Schalk",2
"7886","Schall",1
"7887","Schaller",1
"7888","Schallock",1
"7889","Schang",2
"7890","Schanz",1
"7891","Schappert",1
"7892","Schardt",1
"7893","Scharein",2
"7894","Scharf",1
"7895","Schattinger",1
"7896","Schatzeder",1
"7897","Schauer",1
"7898","Schebler",1
"7899","Scheer",2
"7900","Scheeren",1
"7901","Scheetz",1
"7902","Scheffer",1
"7903","Scheffing",1
"7904","Scheffler",1
"7905","Schegg",1
"7906","Scheib",1
"7907","Scheibeck",1
"7908","Scheible",1
"7909","Scheid",1
"7910","Scheinblum",1
"7911","Schell",1
"7912","Schelle",1
"7913","Schellhase",1
"7914","Schemanske",1
"7915","Schemer",1
"7916","Schenck",1
"7917","Scheneberg",1
"7918","Schenz",1
"7919","Schepner",1
"7920","Scheppers",1
"7921","Scherbarth",1
"7922","Scherer",1
"7923","Scherman",1
"7924","Scherrer",1
"7925","Scherzer",1
"7926","Schesler",1
"7927","Schettler",1
"7928","Schiappacasse",1
"7929","Schick",1
"7930","Schierholtz",1
"7931","Schilling",2
"7932","Schillings",1
"7933","Schimpf",1
"7934","Schindler",1
"7935","Schiraldi",1
"7936","Schirick",1
"7937","Schlafly",1
"7938","Schlei",1
"7939","Schlereth",1
"7940","Schlesinger",1
"7941","Schlichting",1
"7942","Schliebner",1
"7943","Schlitter",1
"7944","Schlitzer",1
"7945","Schlosser",1
"7946","Schlueter",2
"7947","Schmack",1
"7948","Schmandt",1
"7949","Schmees",1
"7950","Schmelz",2
"7951","Schmidt",15
"7952","Schmit",1
"7953","Schmitz",1
"7954","Schmoll",1
"7955","Schmulbach",1
"7956","Schmutz",1
"7957","Schneck",1
"7958","Schneiberg",1
"7959","Schneider",4
"7960","Schnell",1
"7961","Schoen",1
"7962","Schoendienst",1
"7963","Schoeneck",1
"7964","Schoeneweis",1
"7965","Schofield",2
"7966","Schomberg",1
"7967","Schooler",1
"7968","Schoonmaker",1
"7969","Schoop",1
"7970","Schorr",1
"7971","Schott",1
"7972","Schourek",1
"7973","Schramka",1
"7974","Schrecongost",1
"7975","Schreiber",4
"7976","Schrenk",1
"7977","Schriver",1
"7978","Schroder",2
"7979","Schroeder",1
"7980","Schroll",1
"7981","Schrom",1
"7982","Schu",1
"7983","Schuble",1
"7984","Schueler",1
"7985","Schuerholz",1
"7986","Schugel",1
"7987","Schuler",1
"7988","Schullstrom",1
"7989","Schulmerich",1
"7990","Schult",1
"7991","Schulte",6
"7992","Schultz",11
"7993","Schulz",3
"7994","Schulze",2
"7995","Schumacher",1
"7996","Schumaker",1
"7997","Schumann",1
"7998","Schupp",1
"7999","Schurr",1
"8000","Schuster",2
"8001","Schutz",1
"8002","Schwabe",1
"8003","Schwall",1
"8004","Schwamb",1
"8005","Schwarber",1
"8006","Schwartz",3
"8007","Schwarz",1
"8008","Schweitzer",1
"8009","Schwenck",1
"8010","Schwenk",1
"8011","Schwert",1
"8012","Schwimer",1
"8013","Schwind",1
"8014","Schwinden",1
"8015","Schypinski",1
"8016","Scioscia",1
"8017","Scoffic",1
"8018","Scoggins",1
"8019","Sconiers",1
"8020","Score",1
"8021","Scott",26
"8022","Scranton",1
"8023","Scribner",1
"8024","Scrivener",1
"8025","Scruggs",2
"8026","Scudder",1
"8027","Scurry",1
"8028","Scutaro",1
"8029","Seabol",1
"8030","Seager",2
"8031","Seale",1
"8032","Seaman",1
"8033","Seanez",1
"8034","Searage",1
"8035","Searcy",1
"8036","Sears",2
"8037","Seaton",1
"8038","Seats",1
"8039","Seaver",1
"8040","Seay",1
"8041","Sebra",1
"8042","Sebring",1
"8043","Sechrist",1
"8044","Secory",1
"8045","Secrist",1
"8046","Seddon",1
"8047","Sedgwick",1
"8048","Sedlacek",1
"8049","See",2
"8050","Seeds",1
"8051","Seelbach",2
"8052","Seerey",1
"8053","Seery",1
"8054","Sefcik",1
"8055","Segedin",1
"8056","Segelke",1
"8057","Segovia",1
"8058","Segrist",1
"8059","Segui",2
"8060","Seguignol",1
"8061","Segura",2
"8062","Seibel",1
"8063","Seibert",1
"8064","Seibold",1
"8065","Seilheimer",1
"8066","Seitzer",1
"8067","Selbach",1
"8068","Selby",1
"8069","Sele",1
"8070","Selee",1
"8071","Self",1
"8072","Selig",1
"8073","Selkirk",1
"8074","Sell",1
"8075","Sellers",3
"8076","Sellman",1
"8077","Sells",1
"8078","Selma",1
"8079","Selph",1
"8080","Selsky",1
"8081","Sember",1
"8082","Sembera",1
"8083","Semien",1
"8084","Seminara",1
"8085","Seminick",1
"8086","Semproch",1
"8087","Senerchia",1
"8088","Sensenderfer",1
"8089","Sentell",1
"8090","Senteney",1
"8091","Seo",1
"8092","Seoane",1
"8093","Sepkowski",1
"8094","Septimo",1
"8095","Serad",1
"8096","Serafini",1
"8097","Serena",1
"8098","Serna",1
"8099","Serrano",3
"8100","Serum",1
"8101","Servais",1
"8102","Service",1
"8103","Sessi",1
"8104","Settlemire",1
"8105","Sevcik",1
"8106","Severeid",1
"8107","Severino",3
"8108","Severinsen",1
"8109","Severson",1
"8110","Seward",3
"8111","Sewell",4
"8112","Sexauer",1
"8113","Sexson",1
"8114","Sexton",4
"8115","Seybold",1
"8116","Seyfried",1
"8117","Seymour",2
"8118","Shabala",1
"8119","Shackelford",1
"8120","Shafer",4
"8121","Shaffer",3
"8122","Shallix",1
"8123","Shamsky",1
"8124","Shanabrook",1
"8125","Shanahan",1
"8126","Shaner",1
"8127","Shank",1
"8128","Shanks",1
"8129","Shanley",2
"8130","Shanner",1
"8131","Shannon",8
"8132","Shantz",2
"8133","Sharman",1
"8134","Sharon",1
"8135","Sharp",1
"8136","Sharpe",1
"8137","Sharperson",1
"8138","Sharpless",1
"8139","Sharrott",2
"8140","Sharsig",1
"8141","Shaughnessy",1
"8142","Shaute",1
"8143","Shave",1
"8144","Shaver",1
"8145","Shaw",12
"8146","Shawkey",1
"8147","Shay",2
"8148","Shea",8
"8149","Sheaffer",1
"8150","Sheahan",1
"8151","Shealy",2
"8152","Shean",1
"8153","Shearer",1
"8154","Shearn",1
"8155","Shearon",1
"8156","Shears",1
"8157","Sheckard",1
"8158","Sheehan",5
"8159","Sheely",2
"8160","Sheerin",1
"8161","Sheets",3
"8162","Sheffield",1
"8163","Shelby",1
"8164","Sheldon",3
"8165","Shell",1
"8166","Shellenback",2
"8167","Shelley",1
"8168","Shelton",3
"8169","Shemo",1
"8170","Shepard",3
"8171","Shepardson",1
"8172","Shepherd",2
"8173","Sheppard",1
"8174","Sherdel",1
"8175","Sherid",1
"8176","Sheridan",4
"8177","Sherling",1
"8178","Sherlock",2
"8179","Sherman",3
"8180","Sherrill",3
"8181","Sherry",3
"8182","Shetrone",1
"8183","Shettsline",1
"8184","Shetzline",1
"8185","Shevlin",1
"8186","Shields",8
"8187","Shiell",1
"8188","Shifflett",2
"8189","Shilling",1
"8190","Shinall",1
"8191","Shinault",1
"8192","Shindle",1
"8193","Shines",1
"8194","Shinjo",1
"8195","Shinners",1
"8196","Shinnick",1
"8197","Shipanoff",1
"8198","Shipke",1
"8199","Shipley",3
"8200","Shires",1
"8201","Shirey",1
"8202","Shirley",5
"8203","Shiver",1
"8204","Shoch",1
"8205","Shocker",1
"8206","Shockley",1
"8207","Shoemaker",2
"8208","Shoffner",1
"8209","Shofner",1
"8210","Shokes",1
"8211","Shook",1
"8212","Shoop",1
"8213","Shopay",1
"8214","Shoppach",1
"8215","Shore",2
"8216","Shores",1
"8217","Short",4
"8218","Shorten",1
"8219","Shotton",1
"8220","Shoun",1
"8221","Shoup",1
"8222","Shouse",1
"8223","Shovlin",1
"8224","Show",1
"8225","Showalter",1
"8226","Shreve",2
"8227","Shriver",1
"8228","Shuba",1
"8229","Shuck",1
"8230","Shuey",1
"8231","Shugart",1
"8232","Shultz",1
"8233","Shumaker",1
"8234","Shuman",1
"8235","Shumpert",1
"8236","Shupe",1
"8237","Sicking",1
"8238","Siddall",1
"8239","Siebern",1
"8240","Siebert",3
"8241","Siebler",1
"8242","Siefke",1
"8243","Siegel",1
"8244","Siegle",1
"8245","Siegrist",1
"8246","Siemer",1
"8247","Sierra",3
"8248","Siever",1
"8249","Sievers",1
"8250","Siffell",1
"8251","Sigafoos",1
"8252","Siglin",1
"8253","Sigman",1
"8254","Signer",1
"8255","Sigsby",1
"8256","Sikorski",1
"8257","Silber",1
"8258","Silch",1
"8259","Silva",4
"8260","Silvera",2
"8261","Silverio",2
"8262","Silvestri",2
"8263","Sima",1
"8264","Simas",1
"8265","Simmons",12
"8266","Simms",1
"8267","Simon",5
"8268","Simons",2
"8269","Simontacchi",1
"8270","Simpson",8
"8271","Sims",3
"8272","Sinatro",1
"8273","Sinclair",1
"8274","Sincock",1
"8275","Siner",1
"8276","Singer",1
"8277","Singleton",6
"8278","Sington",1
"8279","Sinkbeil",1
"8280","Sipek",1
"8281","Sipin",1
"8282","Sipp",1
"8283","Sirotka",1
"8284","Sisco",2
"8285","Sisk",2
"8286","Sisler",3
"8287","Sisti",1
"8288","Sitton",1
"8289","Sivess",1
"8290","Siwy",1
"8291","Sixsmith",1
"8292","Sizemore",3
"8293","Skaff",1
"8294","Skaggs",2
"8295","Skalski",1
"8296","Skaugstad",1
"8297","Skeels",1
"8298","Sketchley",1
"8299","Skidmore",1
"8300","Skiff",1
"8301","Skinner",4
"8302","Skipworth",1
"8303","Skizas",1
"8304","Skok",1
"8305","Skopec",1
"8306","Skowron",1
"8307","Skrmetta",1
"8308","Skube",1
"8309","Slade",1
"8310","Sladen",1
"8311","Slagle",4
"8312","Slama",1
"8313","Slapnicka",1
"8314","Slappey",1
"8315","Slaten",1
"8316","Slaton",1
"8317","Slattery",3
"8318","Slaught",1
"8319","Slaughter",3
"8320","Slayback",2
"8321","Slayton",1
"8322","Sleater",1
"8323","Sledge",1
"8324","Sloan",2
"8325","Sloat",1
"8326","Slocum",2
"8327","Slocumb",1
"8328","Slowey",1
"8329","Slusarski",1
"8330","Smajstrla",1
"8331","Small",5
"8332","Smalley",3
"8333","Smallwood",1
"8334","Smart",1
"8335","Smaza",1
"8336","Smiley",2
"8337","Smith",155
"8338","Smithberg",1
"8339","Smitherman",1
"8340","Smithson",1
"8341","Smoak",1
"8342","Smoker",1
"8343","Smolinski",1
"8344","Smoll",1
"8345","Smoltz",1
"8346","Smoot",1
"8347","Smoyer",1
"8348","Smykal",1
"8349","Smyly",1
"8350","Smyres",1
"8351","Smyth",2
"8352","Smythe",1
"8353","Snare",1
"8354","Snead",1
"8355","Sneed",1
"8356","Snell",5
"8357","Snelling",1
"8358","Snider",3
"8359","Snipes",1
"8360","Snitker",1
"8361","Snodgrass",2
"8362","Snodgress",1
"8363","Snook",1
"8364","Snopek",1
"8365","Snover",1
"8366","Snow",2
"8367","Snyder",24
"8368","Sobkowiak",1
"8369","Sockalexis",1
"8370","Socolovich",1
"8371","Sodd",1
"8372","Soderholm",1
"8373","Soderstrom",1
"8374","Sodowsky",1
"8375","Soff",1
"8376","Sofield",1
"8377","Sogard",1
"8378","Sojo",1
"8379","Solaita",1
"8380","Solano",3
"8381","Solarte",1
"8382","Soler",2
"8383","Solis",3
"8384","Solomon",2
"8385","Solters",1
"8386","Somerlott",1
"8387","Somerville",1
"8388","Sommer",1
"8389","Sommers",3
"8390","Sommerville",1
"8391","Somsen",1
"8392","Songer",1
"8393","Sonnanstine",1
"8394","Sorensen",2
"8395","Soria",1
"8396","Soriano",2
"8397","Sorrell",2
"8398","Sorrells",1
"8399","Sorrento",1
"8400","Sosa",6
"8401","Sothern",1
"8402","Sothoron",1
"8403","Soto",4
"8404","Souchock",1
"8405","Southwick",1
"8406","Southworth",2
"8407","Souza",2
"8408","Sowders",3
"8409","Sowers",1
"8410","Spade",1
"8411","Spahn",1
"8412","Spalding",2
"8413","Span",1
"8414","Spangenberg",1
"8415","Spangler",1
"8416","Spanswick",1
"8417","Sparks",4
"8418","Sparma",1
"8419","Speake",1
"8420","Speaker",1
"8421","Spears",1
"8422","Speck",1
"8423","Speece",1
"8424","Speed",1
"8425","Speer",2
"8426","Spehr",1
"8427","Speier",3
"8428","Speigner",1
"8429","Spence",4
"8430","Spencer",15
"8431","Speraw",1
"8432","Sperber",1
"8433","Sperring",1
"8434","Sperry",1
"8435","Spicer",1
"8436","Spiers",1
"8437","Spies",1
"8438","Spiezio",2
"8439","Spikes",1
"8440","Spilborghs",1
"8441","Spillner",1
"8442","Spilman",1
"8443","Spindel",1
"8444","Spinks",1
"8445","Spivey",1
"8446","Splittorff",1
"8447","Spognardi",1
"8448","Spohrer",1
"8449","Spoljaric",1
"8450","Spongberg",1
"8451","Spooner",1
"8452","Spooneybarger",1
"8453","Spotts",1
"8454","Spradlin",1
"8455","Spragins",1
"8456","Sprague",3
"8457","Spratt",1
"8458","Spriggs",1
"8459","Spring",1
"8460","Springer",6
"8461","Sprinz",1
"8462","Sproull",1
"8463","Sprout",1
"8464","Sprowl",1
"8465","Spruill",1
"8466","Spurgeon",2
"8467","Spurling",1
"8468","Spurney",1
"8469","Squires",1
"8470","St. Claire",2
"8471","St. Pierre",1
"8472","St. Vrain",1
"8473","Stabell",1
"8474","Stablein",1
"8475","Stack",1
"8476","Staehle",1
"8477","Stafford",5
"8478","Staggs",1
"8479","Stahl",3
"8480","Stahoviak",1
"8481","Staiger",1
"8482","Stainback",1
"8483","Stairs",1
"8484","Staley",3
"8485","Stallard",1
"8486","Stallcup",1
"8487","Staller",1
"8488","Stallings",2
"8489","Stammen",1
"8490","Stanage",1
"8491","Stanceu",1
"8492","Standaert",1
"8493","Standridge",2
"8494","Stanek",1
"8495","Stanfield",1
"8496","Stanford",1
"8497","Stange",2
"8498","Stanhouse",1
"8499","Stanicek",2
"8500","Stanifer",1
"8501","Stanka",1
"8502","Stankard",1
"8503","Stankiewicz",1
"8504","Stanky",1
"8505","Stanley",9
"8506","Stansberry",1
"8507","Stansbury",1
"8508","Stanton",6
"8509","Stapleton",2
"8510","Stargell",1
"8511","Stark",3
"8512","Starkel",1
"8513","Starnagle",1
"8514","Starr",4
"8515","Starrette",1
"8516","Start",1
"8517","Stassi",1
"8518","Staton",2
"8519","Statz",1
"8520","Staub",1
"8521","Stauffer",2
"8522","Stavinoha",1
"8523","Stearnes",1
"8524","Stearns",3
"8525","Stecher",1
"8526","Stechschulte",1
"8527","Stedronsky",1
"8528","Steele",3
"8529","Steelman",1
"8530","Steels",1
"8531","Steen",1
"8532","Steengrafe",1
"8533","Steenstra",1
"8534","Steere",1
"8535","Steevens",1
"8536","Stefero",1
"8537","Stegman",1
"8538","Stein",8
"8539","Steinbach",1
"8540","Steinbacher",1
"8541","Steinbrenner",1
"8542","Steinecke",1
"8543","Steineder",1
"8544","Steiner",2
"8545","Steinfeldt",1
"8546","Steirer",1
"8547","Stellbauer",1
"8548","Stellberger",1
"8549","Stelmaszek",1
"8550","Stem",1
"8551","Stember",1
"8552","Stemle",1
"8553","Stemmyer",1
"8554","Stengel",1
"8555","Stenhouse",2
"8556","Stennett",1
"8557","Stenson",1
"8558","Stenzel",1
"8559","Stephen",1
"8560","Stephens",8
"8561","Stephenson",11
"8562","Sterling",2
"8563","Stern",1
"8564","Sterrett",1
"8565","Stetter",1
"8566","Stevens",9
"8567","Steverson",1
"8568","Stewart",24
"8569","Stidham",1
"8570","Stieb",1
"8571","Stiely",1
"8572","Stigman",1
"8573","Stiles",1
"8574","Stillman",1
"8575","Stillwell",2
"8576","Stimac",1
"8577","Stimmel",1
"8578","Stimson",1
"8579","Stine",1
"8580","Stinnett",1
"8581","Stinson",2
"8582","Stires",1
"8583","Stirnweiss",1
"8584","Stites",1
"8585","Stivetts",1
"8586","Stobbs",1
"8587","Stock",2
"8588","Stocker",2
"8589","Stockman",1
"8590","Stocksdale",1
"8591","Stockwell",1
"8592","Stoddard",3
"8593","Stokes",3
"8594","Stone",14
"8595","Stoneham",1
"8596","Stoneman",1
"8597","Stoner",2
"8598","Stoops",1
"8599","Storen",1
"8600","Storey",1
"8601","Storie",1
"8602","Storke",1
"8603","Storti",1
"8604","Story",1
"8605","Stottlemyre",3
"8606","Stouch",1
"8607","Stout",1
"8608","Stovall",3
"8609","Stovey",1
"8610","Stoviak",1
"8611","Stowe",1
"8612","Stowers",1
"8613","Strahler",1
"8614","Strahm",1
"8615","Strahs",1
"8616","Straily",1
"8617","Strain",1
"8618","Straker",1
"8619","Strampe",1
"8620","Strand",1
"8621","Strands",1
"8622","Strang",1
"8623","Strange",3
"8624","Strasburg",1
"8625","Stratton",5
"8626","Straub",1
"8627","Strausborger",1
"8628","Strauss",1
"8629","Strawberry",1
"8630","Street",2
"8631","Streit",1
"8632","Strelecki",1
"8633","Stremmel",1
"8634","Streuli",1
"8635","Strick",1
"8636","Stricker",1
"8637","Strickland",5
"8638","Stricklett",1
"8639","Strief",1
"8640","Strike",1
"8641","Striker",1
"8642","Strincevich",1
"8643","Stringer",1
"8644","Stripling",1
"8645","Stripp",1
"8646","Strittmatter",1
"8647","Strobel",1
"8648","Strohmayer",1
"8649","Strom",1
"8650","Stroman",1
"8651","Stromme",1
"8652","Stroner",1
"8653","Strong",2
"8654","Strop",1
"8655","Stroud",2
"8656","Stroughter",1
"8657","Strueve",1
"8658","Strunk",1
"8659","Struss",1
"8660","Stryker",1
"8661","Stuart",5
"8662","Stubbs",2
