"initbasecd","initouts","endbasecd","runsinc","outsinc","eventcd","freq"
1,0,0,0,1,12,48
1,1,0,0,1,12,52
1,2,0,0,1,12,75
2,0,0,0,1,4,1
2,1,0,0,1,4,1
2,0,0,0,1,6,29
2,1,0,0,1,6,179
2,2,0,0,1,6,46
2,0,0,0,1,8,31
2,1,0,0,1,8,54
2,2,0,0,1,8,44
2,0,0,0,1,12,18
2,1,0,0,1,12,31
2,2,0,0,1,12,19
4,0,0,0,1,6,1
4,1,0,0,1,6,19
4,0,0,0,1,8,1
4,1,0,0,1,8,13
4,2,0,0,1,8,3
4,0,0,0,1,12,2
4,1,0,0,1,12,6
4,2,0,0,1,12,11
3,0,1,0,1,6,9
3,1,1,0,1,6,42
3,2,1,0,1,6,37
3,0,1,0,1,8,32
3,1,1,0,1,8,26
3,2,1,0,1,8,36
3,0,1,0,1,12,4
3,1,1,0,1,12,9
3,2,1,0,1,12,10
5,2,1,0,1,6,34
5,1,1,0,1,8,4
5,2,1,0,1,8,12
5,2,1,0,1,12,15
3,1,2,0,1,4,1
3,2,2,0,1,4,1
3,0,2,0,1,6,14
3,1,2,0,1,6,45
3,2,2,0,1,6,10
3,0,2,0,1,8,12
3,1,2,0,1,8,22
3,2,2,0,1,8,13
3,2,2,0,1,9,3
3,0,2,0,1,12,4
3,1,2,0,1,12,6
3,2,2,0,1,12,5
5,1,2,0,1,4,1
5,0,2,0,1,6,1
5,1,2,0,1,6,10
5,2,2,0,1,6,1
5,0,2,0,1,8,1
5,1,2,0,1,8,5
5,2,2,0,1,8,1
5,0,2,0,1,12,3
5,1,2,0,1,12,3
6,0,2,0,1,6,2
6,1,2,0,1,6,3
6,2,2,0,1,6,2
6,1,2,0,1,8,3
6,2,2,0,1,8,1
6,0,2,0,1,12,1
6,1,2,0,1,12,1
6,2,2,0,1,12,12
7,2,3,0,1,6,3
7,0,3,0,1,8,3
7,1,3,0,1,8,1
7,2,3,0,1,12,6
3,0,4,0,1,6,4
3,1,4,0,1,6,13
3,2,4,0,1,6,5
3,0,4,0,1,8,1
3,1,4,0,1,8,2
3,1,4,0,1,9,1
3,0,4,0,1,12,6
3,1,4,0,1,12,7
3,2,4,0,1,12,1
5,0,4,0,1,6,14
5,1,4,0,1,6,37
5,2,4,0,1,6,51
5,0,4,0,1,8,8
5,1,4,0,1,8,35
5,2,4,0,1,8,17
5,0,4,0,1,12,2
5,1,4,0,1,12,5
5,2,4,0,1,12,7
6,1,4,0,1,6,1
6,1,4,0,1,8,5
6,1,4,0,1,12,6
7,2,5,0,1,8,1
7,1,5,0,1,12,1
7,1,6,0,1,6,1
7,1,6,0,1,8,3
7,0,6,0,1,12,4
7,1,6,0,1,12,4
7,2,6,0,1,12,1
3,1,0,1,1,4,1
3,1,0,1,1,12,1
5,0,0,1,1,6,1
5,1,0,1,1,6,5
5,2,0,1,1,6,2
5,1,0,1,1,8,7
5,2,0,1,1,8,4
5,1,0,1,1,12,1
5,2,0,1,1,12,2
6,1,0,1,1,9,1
6,2,0,1,1,9,1
7,2,2,1,1,9,1
3,1,0,0,2,6,1
5,1,0,0,2,6,1
5,1,0,0,2,8,1
5,1,0,0,2,12,1
