"initbasecd","initouts","endbasecd","runsinc","outsinc","eventcd","freq"
7,2,2,2,1,20,1
7,2,2,2,1,21,10
7,0,4,2,1,2,1
7,0,4,2,1,20,4
7,0,4,2,1,21,2
7,1,4,2,1,2,3
7,1,4,2,1,18,1
7,1,4,2,1,20,3
7,1,4,2,1,21,5
7,2,4,2,1,20,12
7,0,0,3,1,21,1
7,1,0,3,1,20,1
7,1,0,3,1,21,4
7,2,0,3,1,21,2
1,0,0,0,2,2,5889
1,0,0,0,2,3,235
1,0,0,0,2,20,1
1,1,0,0,2,2,7164
1,1,0,0,2,3,373
2,0,0,0,2,2,97
2,0,0,0,2,3,2
2,0,0,0,2,19,4
2,1,0,0,2,2,189
2,1,0,0,2,3,7
2,1,0,0,2,19,7
2,1,0,0,2,20,1
4,0,0,0,2,2,12
4,0,0,0,2,3,1
4,0,0,0,2,19,1
4,1,0,0,2,2,65
4,1,0,0,2,3,2
4,1,0,0,2,19,10
3,0,1,0,2,2,121
3,0,1,0,2,3,2
3,1,1,0,2,2,397
3,1,1,0,2,3,35
5,0,1,0,2,2,15
5,0,1,0,2,19,2
5,1,1,0,2,2,67
5,1,1,0,2,3,8
5,1,1,0,2,19,4
6,1,1,0,2,14,1
6,1,1,0,2,19,1
7,1,1,0,2,2,3
3,0,2,0,2,2,138
3,0,2,0,2,3,9
3,0,2,0,2,20,1
3,1,2,0,2,2,2354
3,1,2,0,2,3,6
3,1,2,0,2,20,1
5,0,2,0,2,2,13
5,1,2,0,2,2,4
5,1,2,0,2,19,2
6,0,2,0,2,2,8
6,0,2,0,2,19,1
6,1,2,0,2,2,48
7,0,3,0,2,2,24
7,1,3,0,2,2,158
7,1,3,0,2,3,2
3,0,4,0,2,2,1153
3,1,4,0,2,2,4
3,1,4,0,2,3,1
3,1,4,0,2,19,2
5,0,4,0,2,2,34
5,0,4,0,2,3,2
5,1,4,0,2,2,1172
5,1,4,0,2,3,22
6,0,4,0,2,2,5
6,0,4,0,2,19,2
6,1,4,0,2,2,21
6,1,4,0,2,19,3
7,0,5,0,2,2,13
7,1,5,0,2,2,84
7,0,6,0,2,2,94
7,1,6,0,2,2,756
3,0,0,1,2,2,2
3,1,0,1,2,2,1
3,1,0,1,2,20,3
5,0,0,1,2,2,384
5,0,0,1,2,3,1
5,1,0,1,2,2,32
5,1,0,1,2,3,1
6,0,0,1,2,2,4
6,1,0,1,2,2,17
7,0,1,1,2,2,7
7,1,1,1,2,2,21
7,0,2,1,2,2,19
7,1,2,1,2,2,4
7,0,4,1,2,2,244
7,1,4,1,2,2,5
3,0,0,0,3,2,15
5,0,0,0,3,2,2
6,0,0,0,3,2,1
7,0,2,0,3,2,2
7,0,4,0,3,2,1
